cohort,age_band,bin,combination,drug_names,interaction_size,mean_combined_importance,sum_combined_importance,best_rank,worst_rank,patient_rule_profile_support,strict_rule_support,evidence_type,interpretation_limit
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,0.0029530363845934,0.0059060727691868,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_IBUPROFEN,GABAPENTIN + IBUPROFEN,2,0.0076079056881859005,0.015215811376371801,3,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,GABAPENTIN + KETOCONAZOLE,2,0.0043174580040248,0.0086349160080496,7,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_LISINOPRIL,GABAPENTIN + LISINOPRIL,2,0.0065815954597549,0.0131631909195098,5,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,GABAPENTIN + METRONIDAZOLE,2,0.00316643003959185,0.0063328600791837,9,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_MUPIROCIN,GABAPENTIN + MUPIROCIN,2,0.00151711728455405,0.0030342345691081,14,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_NAPROXEN,GABAPENTIN + NAPROXEN,2,0.00155054974635705,0.0031010994927141,14,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,GABAPENTIN + OMEPRAZOLE,2,0.0023684515806678,0.0047369031613356,13,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_PREDNISONE,GABAPENTIN + PREDNISONE,2,0.0029369995638742,0.0058739991277484,10,14,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_GABAPENTIN|item_drug_SIMVASTATIN,GABAPENTIN + SIMVASTATIN,2,0.00261992212677415,0.0052398442535483,12,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN,HYDROCHLOROTHIAZIDE + IBUPROFEN,2,0.0081784029373204,0.0163568058746408,3,11,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_KETOCONAZOLE,HYDROCHLOROTHIAZIDE + KETOCONAZOLE,2,0.0048879552531593,0.0097759105063186,7,11,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,HYDROCHLOROTHIAZIDE + LISINOPRIL,2,0.007152092708889401,0.014304185417778802,5,11,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_METRONIDAZOLE,HYDROCHLOROTHIAZIDE + METRONIDAZOLE,2,0.00373692728872635,0.0074738545774527,9,11,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + MUPIROCIN,2,0.00208761453368855,0.0041752290673771,11,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + NAPROXEN,2,0.00212104699549155,0.0042420939909831,11,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE,2,0.0029389488298023,0.0058778976596046,11,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + PREDNISONE,2,0.0035074968130087,0.0070149936260174,10,11,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + SIMVASTATIN,2,0.00319041937590865,0.0063808387518173,11,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_KETOCONAZOLE,IBUPROFEN + KETOCONAZOLE,2,0.0097419525305643,0.0194839050611286,3,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL,IBUPROFEN + LISINOPRIL,2,0.012006089986294401,0.024012179972588803,3,5,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_METRONIDAZOLE,IBUPROFEN + METRONIDAZOLE,2,0.00859092456613135,0.0171818491322627,3,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN,IBUPROFEN + MUPIROCIN,2,0.00694161181109355,0.0138832236221871,3,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_NAPROXEN,IBUPROFEN + NAPROXEN,2,0.0069750442728965505,0.013950088545793101,3,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,IBUPROFEN + OMEPRAZOLE,2,0.007792946107207301,0.015585892214414601,3,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_PREDNISONE,IBUPROFEN + PREDNISONE,2,0.0083614940904137,0.0167229881808274,3,10,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_IBUPROFEN|item_drug_SIMVASTATIN,IBUPROFEN + SIMVASTATIN,2,0.00804441665331365,0.0160888333066273,3,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_LISINOPRIL,KETOCONAZOLE + LISINOPRIL,2,0.0087156423021333,0.0174312846042666,5,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,KETOCONAZOLE + METRONIDAZOLE,2,0.0053004768819702505,0.010600953763940501,7,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_MUPIROCIN,KETOCONAZOLE + MUPIROCIN,2,0.0036511641269324504,0.007302328253864901,7,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_NAPROXEN,KETOCONAZOLE + NAPROXEN,2,0.00368459658873545,0.0073691931774709,7,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,KETOCONAZOLE + OMEPRAZOLE,2,0.0045024984230462,0.0090049968460924,7,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_PREDNISONE,KETOCONAZOLE + PREDNISONE,2,0.0050710464062526,0.0101420928125052,7,10,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_KETOCONAZOLE|item_drug_SIMVASTATIN,KETOCONAZOLE + SIMVASTATIN,2,0.004753968969152551,0.009507937938305101,7,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_METRONIDAZOLE,LISINOPRIL + METRONIDAZOLE,2,0.00756461433770035,0.0151292286754007,5,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_MUPIROCIN,LISINOPRIL + MUPIROCIN,2,0.0059153015826625506,0.011830603165325101,5,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_NAPROXEN,LISINOPRIL + NAPROXEN,2,0.00594873404446555,0.0118974680889311,5,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,LISINOPRIL + OMEPRAZOLE,2,0.0067666358787763,0.0135332717575526,5,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_PREDNISONE,LISINOPRIL + PREDNISONE,2,0.007335183861982701,0.014670367723965402,5,10,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_LISINOPRIL|item_drug_SIMVASTATIN,LISINOPRIL + SIMVASTATIN,2,0.00701810642488265,0.0140362128497653,5,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_METRONIDAZOLE|item_drug_MUPIROCIN,METRONIDAZOLE + MUPIROCIN,2,0.0025001361624995,0.005000272324999,9,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_METRONIDAZOLE|item_drug_NAPROXEN,METRONIDAZOLE + NAPROXEN,2,0.0025335686243025,0.005067137248605,9,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,METRONIDAZOLE + OMEPRAZOLE,2,0.00335147045861325,0.0067029409172265,9,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_METRONIDAZOLE|item_drug_PREDNISONE,METRONIDAZOLE + PREDNISONE,2,0.003920018441819649,0.007840036883639299,9,10,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_METRONIDAZOLE|item_drug_SIMVASTATIN,METRONIDAZOLE + SIMVASTATIN,2,0.0036029410047196,0.0072058820094392,9,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_MUPIROCIN|item_drug_NAPROXEN,MUPIROCIN + NAPROXEN,2,0.0008842558692647,0.0017685117385294,16,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,MUPIROCIN + OMEPRAZOLE,2,0.00170215770357545,0.0034043154071509,13,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_MUPIROCIN|item_drug_PREDNISONE,MUPIROCIN + PREDNISONE,2,0.00227070568678185,0.0045414113735637,10,17,1988,1987,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_MUPIROCIN|item_drug_SIMVASTATIN,MUPIROCIN + SIMVASTATIN,2,0.0019536282496818,0.0039072564993636,12,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_NAPROXEN|item_drug_OMEPRAZOLE,NAPROXEN + OMEPRAZOLE,2,0.00173559016537845,0.0034711803307569,13,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_NAPROXEN|item_drug_PREDNISONE,NAPROXEN + PREDNISONE,2,0.00230413814858485,0.0046082762971697,10,16,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_NAPROXEN|item_drug_SIMVASTATIN,NAPROXEN + SIMVASTATIN,2,0.0019870607114848,0.0039741214229696,12,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_OMEPRAZOLE|item_drug_PREDNISONE,OMEPRAZOLE + PREDNISONE,2,0.0031220399828956,0.0062440799657912,10,13,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,OMEPRAZOLE + SIMVASTATIN,2,0.00280496254579555,0.0056099250915911,12,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_PREDNISONE|item_drug_SIMVASTATIN,PREDNISONE + SIMVASTATIN,2,0.00337351052900195,0.0067470210580039,10,12,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_ATENOLOL,ALPRAZOLAM + AMOXICILLIN + ATENOLOL,3,0.002209907466920467,0.0066297224007614,8,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,ALPRAZOLAM + AMOXICILLIN + AZITHROMYCIN,3,0.005664466278090034,0.0169933988342701,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_CEPHALEXIN,ALPRAZOLAM + AMOXICILLIN + CEPHALEXIN,3,0.0022051255720972,0.0066153767162916,8,19,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN,ALPRAZOLAM + AMOXICILLIN + ERYTHROMYCIN,3,0.005393414046467399,0.0161802421394022,6,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_FENOFIBRATE,ALPRAZOLAM + AMOXICILLIN + FENOFIBRATE,3,0.0021657830103854335,0.0064973490311563,8,20,1856,1856,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_GABAPENTIN,ALPRAZOLAM + AMOXICILLIN + GABAPENTIN,3,0.0026964946436110666,0.0080894839308332,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_HYDROCHLOROTHIAZIDE,ALPRAZOLAM + AMOXICILLIN + HYDROCHLOROTHIAZIDE,3,0.0030768261430340667,0.0092304784291022,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_IBUPROFEN,ALPRAZOLAM + AMOXICILLIN + IBUPROFEN,3,0.006312824327970733,0.0189384729839122,3,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + AMOXICILLIN + KETOCONAZOLE,3,0.00411919253853,0.01235757761559,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_LISINOPRIL,ALPRAZOLAM + AMOXICILLIN + LISINOPRIL,3,0.005628617509016734,0.016885852527050202,5,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE,ALPRAZOLAM + AMOXICILLIN + METRONIDAZOLE,3,0.0033518405622413663,0.010055521686724099,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_MUPIROCIN,ALPRAZOLAM + AMOXICILLIN + MUPIROCIN,3,0.0022522987255495,0.006756896176648501,8,17,1999,1999,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_NAPROXEN,ALPRAZOLAM + AMOXICILLIN + NAPROXEN,3,0.002274587033418167,0.0068237611002545,8,16,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + AMOXICILLIN + OMEPRAZOLE,3,0.0028198549229586666,0.008459564768876,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_PREDNISONE,ALPRAZOLAM + AMOXICILLIN + PREDNISONE,3,0.0031988869117629336,0.0095966607352888,8,15,1989,1988,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_SIMVASTATIN,ALPRAZOLAM + AMOXICILLIN + SIMVASTATIN,3,0.002987501953696233,0.0089625058610887,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_AZITHROMYCIN,ALPRAZOLAM + ATENOLOL + AZITHROMYCIN,3,0.0044519610513373,0.0133558831540119,4,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_CEPHALEXIN,ALPRAZOLAM + ATENOLOL + CEPHALEXIN,3,0.0009926203453444666,0.0029778610360334,15,19,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_ERYTHROMYCIN,ALPRAZOLAM + ATENOLOL + ERYTHROMYCIN,3,0.0041809088197146665,0.012542726459144,6,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_FENOFIBRATE,ALPRAZOLAM + ATENOLOL + FENOFIBRATE,3,0.0009532777836327001,0.0028598333508981,15,20,1856,1856,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_GABAPENTIN,ALPRAZOLAM + ATENOLOL + GABAPENTIN,3,0.0014839894168583332,0.004451968250575,14,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_HYDROCHLOROTHIAZIDE,ALPRAZOLAM + ATENOLOL + HYDROCHLOROTHIAZIDE,3,0.0018643209162813332,0.005592962748844,11,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_IBUPROFEN,ALPRAZOLAM + ATENOLOL + IBUPROFEN,3,0.005100319101218,0.015300957303654,3,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_KETOCONAZOLE,ALPRAZOLAM + ATENOLOL + KETOCONAZOLE,3,0.002906687311777267,0.008720061935331801,7,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_LISINOPRIL,ALPRAZOLAM + ATENOLOL + LISINOPRIL,3,0.004416112282264,0.013248336846792,5,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_METRONIDAZOLE,ALPRAZOLAM + ATENOLOL + METRONIDAZOLE,3,0.002139335335488633,0.006418006006465899,9,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_MUPIROCIN,ALPRAZOLAM + ATENOLOL + MUPIROCIN,3,0.0010397934987967667,0.0031193804963903,15,18,1995,1995,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_ATENOLOL|item_drug_NAPROXEN,ALPRAZOLAM + ATENOLOL + NAPROXEN,3,0.0010620818066654333,0.0031862454199962998,15,18,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
